id_servico,id_cliente,tipo_servico,subtipo,descricao_detalhada,unidade_medida,quantidade,valor_unitario_aplicado,valor_total,data_execucao,status
1255,121,Sanca,,"Serviço de sanca solicitado para recepção da loja, imóvel residencial.",metro linear,10.97,95.0,1042.15,2025-03-26,concluído
1256,306,Forro Drywall,,Execução de forro drywall em sala de estar.,metro quadrado,22.05,95.0,2094.75,2026-05-18,concluído
1257,179,Divisória Drywall,,Execução de divisória drywall em cozinha.,metro quadrado,21.67,139.73,3027.95,2024-02-27,concluído
1258,122,Moldura de Gesso,10cm,"Moldura de Gesso - sala comercial, conforme orçamento aprovado.",metro linear,37.16,15.0,557.4,2025-04-19,concluído
1259,165,Forro Drywall,,Execução de forro drywall em galpão industrial.,metro quadrado,48.89,95.0,4644.55,2024-11-08,concluído
1260,189,Forro Drywall,,"Serviço de forro drywall solicitado para fachada comercial, imóvel residencial.",metro quadrado,53.81,95.0,5111.95,2026-07-27,concluído
1261,242,Forro Drywall,,"Serviço de forro drywall solicitado para fachada comercial, imóvel residencial.",metro quadrado,22.66,95.0,2152.7,2026-03-01,concluído
1262,293,Gesso Liso,Parede de Tijolo,"Gesso Liso - escritório, conforme orçamento aprovado.",metro quadrado,41.22,30.02,1237.42,2024-02-07,concluído
1263,36,Sanca,,"Sanca - sala comercial, conforme orçamento aprovado.",metro linear,28.47,95.0,2704.65,2026-07-29,concluído
1264,286,Moldura de Gesso,15cm,Execução de moldura de gesso em cozinha.,metro linear,5.53,17.0,94.01,2025-05-01,concluído
1265,157,Sanca,,"Sanca - sala comercial, conforme orçamento aprovado.",metro linear,18.12,95.0,1721.4,2024-12-01,concluído
1266,218,Sanca,,"Sanca - recepção da loja, conforme orçamento aprovado.",metro linear,28.37,95.0,2695.15,2025-01-25,concluído
1267,34,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para recepção da loja, imóvel residencial.",metro quadrado,83.94,26.52,2226.09,2025-09-11,concluído
1268,300,Gesso Liso,Parede de Tijolo,Execução de gesso liso em sala de estar.,metro quadrado,68.01,30.0,2040.3,2025-06-29,concluído
1269,175,Gesso Liso,Parede Pintada,"Gesso Liso - fachada comercial, conforme orçamento aprovado.",metro quadrado,17.26,22.0,379.72,2025-02-23,concluído
1270,153,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para galpão industrial, imóvel industrial.",metro linear,25.91,15.06,390.2,2025-04-13,concluído
1271,179,Moldura de Gesso,7cm,"Serviço de moldura de gesso solicitado para corredor, imóvel residencial.",metro linear,30.91,12.0,370.92,2024-04-23,concluído
1272,340,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para quarto principal, imóvel residencial.",metro quadrado,72.5,27.74,2011.15,2025-07-07,concluído
1273,135,Gesso Liso,Parede Rebocada,Execução de gesso liso em recepção da loja.,metro quadrado,78.96,20.97,1655.79,2024-07-30,concluído
1274,327,Moldura de Gesso,7cm,"Serviço de moldura de gesso solicitado para escritório, imóvel residencial.",metro linear,4.1,12.0,49.2,2025-03-20,concluído
1275,173,Sanca,,Execução de sanca em área externa.,metro linear,24.33,95.0,2311.35,2026-03-25,concluído
1276,296,Forro Drywall,,"Forro Drywall - galpão industrial, conforme orçamento aprovado.",metro quadrado,7.81,95.0,741.95,2025-03-11,Concluido
1277,11,Gesso Liso,Parede Rebocada,Execução de gesso liso em quarto principal.,metro quadrado,65.12,20.84,1357.1,2025-11-15,concluído
1278,128,Sanca,,Execução de sanca em escritório.,metro linear,38.47,104.14,4006.27,2024-11-10,concluído
1279,168,Gesso Liso,Parede Pintada,Execução de gesso liso em escritório.,metro quadrado,70.93,22.64,1605.86,2024-02-13,concluído
1280,272,Gesso 3D,,Execução de gesso 3d em área externa.,metro quadrado,44.19,180.0,7954.2,2026-07-25,concluído
1281,317,Divisória Drywall,,"Divisória Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,0.0,130.0,,2024-11-25,CONCLUÍDO
1282,127,Forro Drywall,,Execução de forro drywall em galpão industrial.,metro quadrado,10.96,95.0,1041.2,2025-01-19,concluído
1283,202,Divisória Drywall,,Execução de divisória drywall em corredor.,metro quadrado,81.48,130.0,10592.4,2026-05-08,concluído
1284,333,Forro Drywall,,Execução de forro drywall em recepção da loja.,metro quadrado,0.0,87.76,,2025-06-17,concluído
1285,166,Gesso Liso,Parede Pintada,Execução de gesso liso em sala de estar.,metro quadrado,55.4,22.0,1218.8,2026-04-17,concluído
1286,280,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para sala comercial, imóvel industrial.",metro quadrado,4.1,22.0,90.2,2024-09-27,concluído
1287,233,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para área externa, imóvel industrial.",metro quadrado,13.4,22.0,294.8,2024-11-20,concluído
1288,338,Divisória Drywall,,"Divisória Drywall - fachada comercial, conforme orçamento aprovado.",metro quadrado,73.68,130.0,9578.4,2024-01-04,concluído
1289,164,Divisória Drywall,,Execução de divisória drywall em cozinha.,metro quadrado,65.11,118.21,7696.65,2026-05-01,concluído
1290,11,Moldura de Gesso,20cm,Execução de moldura de gesso em fachada comercial.,metro linear,26.75,20.0,535.0,2025-07-27,CONCLUÍDO
1291,303,Gesso 3D,,Execução de gesso 3d em galpão industrial.,metro quadrado,44.81,180.0,8065.8,2025-05-20,concluído
1292,146,Divisória Drywall,,"Divisória Drywall - galpão industrial, conforme orçamento aprovado.",m2,65.64,113.56,7454.08,2026-01-04,concluído
1293,96,Boiserie,,Execução de boiserie em cozinha.,m linear,23.16,150.0,3474.0,2026-03-17,concluído
1294,335,Gesso Liso,Parede de Tijolo,"Gesso Liso - corredor, conforme orçamento aprovado.",m2,32.84,30.0,985.2,2026-02-15,concluído
1295,82,Gesso Liso,Parede de Tijolo,"Gesso Liso - área externa, conforme orçamento aprovado.",metro quadrado,25.93,30.0,777.9,2025-07-18,concluído
1296,142,Sanca,,"Sanca - fachada comercial, conforme orçamento aprovado.",metro linear,23.13,95.0,2197.35,2026-01-23,concluído
1297,192,Divisória Drywall,,Execução de divisória drywall em escritório.,m2,10.33,130.0,1342.9,2024-05-27,concluído
1298,27,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para cozinha, imóvel residencial.",metro linear,4.31,17.0,73.27,2024-04-11,concluído
1299,78,Divisória Drywall,,"Serviço de divisória drywall solicitado para cozinha, imóvel residencial.",metro quadrado,67.1,130.0,8723.0,2026-03-22,concluído
1300,299,Boiserie,,"Boiserie - galpão industrial, conforme orçamento aprovado.",metro linear,4.15,150.0,622.5,2024-11-16,concluído
1301,237,Sanca,,"Serviço de sanca solicitado para quarto principal, imóvel residencial.",metro linear,11.0,95.0,1045.0,2026-03-08,concluído
1302,242,Moldura de Gesso,7cm,Execução de moldura de gesso em fachada comercial.,metro linear,35.73,12.0,428.76,2024-07-09,concluído
1303,86,Sanca,,Execução de sanca em sala de estar.,metro linear,23.24,95.0,2207.8,2026-05-04,concluído
1304,151,moldura de gesso,10cm,"Moldura de Gesso - galpão industrial, conforme orçamento aprovado.",metro linear,34.7,15.0,520.5,2025-01-04,concluído
1305,341,Sanca,,Execução de sanca em recepção da loja.,metro linear,30.03,95.0,2852.85,2026-04-23,concluído
1306,321,Forro Drywall,,Execução de forro drywall em fachada comercial.,metro quadrado,32.6,,,2025-04-26,concluído
1307,139,Gesso Liso,Parede Pintada,Execução de gesso liso em quarto principal.,metro quadrado,80.79,22.0,1777.38,2025-07-07,concluído
1308,298,Gesso 3D,,"Serviço de gesso 3d solicitado para sala comercial, imóvel industrial.",metro quadrado,78.7,177.32,13955.08,2025-02-18,CONCLUÍDO
1309,264,Forro Drywall,,"Forro Drywall - corredor, conforme orçamento aprovado.",metro quadrado,58.63,95.0,5569.85,2024-03-01,Concluido
1310,337,Forro Drywall,,"Serviço de forro drywall solicitado para cozinha, imóvel residencial.",metro quadrado,49.16,95.0,4670.2,2025-08-08,concluído
1311,271,Forro Drywall,,Execução de forro drywall em escritório.,metro quadrado,79.6,,,2024-07-25,concluído
1312,224,Divisória Drywall,,Execução de divisória drywall em galpão industrial.,metro quadrado,25.9,130.0,3367.0,2024-06-10,concluído
1313,87,Moldura de Gesso,20cm,Execução de moldura de gesso em galpão industrial.,metro linear,5.44,19.46,105.86,2026-08-19,concluído
1314,11,Sanca,,Execução de sanca em área externa.,metro linear,3.67,95.0,348.65,25/10/2024,concluído
1315,291,Gesso Liso,Parede Rebocada,"Gesso Liso - quarto principal, conforme orçamento aprovado.",metro quadrado,84.94,20.0,1698.8,2026-03-28,concluído
1316,72,Moldura de Gesso,15cm,"Moldura de Gesso - corredor, conforme orçamento aprovado.",metro linear,28.36,17.0,482.12,2026-05-01,concluído
1317,173,Sanca,,Execução de sanca em fachada comercial.,metro linear,14.11,,,2026-08-23,Concluido
1318,302,Gesso 3D,,Execução de gesso 3d em corredor.,metro quadrado,45.72,180.0,8229.6,2024-05-01,Concluido
1319,48,Sanca,,Execução de sanca em fachada comercial.,metro linear,27.5,95.0,2612.5,2024-09-22,concluído
1320,341,Divisória Drywall,,"Divisória Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,4.98,130.0,647.4,2024-09-01,concluído
1321,140,Divisória Drywall,,"Divisória Drywall - sala de estar, conforme orçamento aprovado.",metro quadrado,73.92,130.0,9609.6,2024-02-24,concluído
1322,260,Gesso 3D,,"Serviço de gesso 3d solicitado para cozinha, imóvel industrial.",metro quadrado,16.33,180.0,2939.4,2025-04-02,concluído
1323,257,Gesso Liso,Parede Rebocada,Execução de gesso liso em escritório.,metro quadrado,75.87,20.0,1517.4,2026-07-15,concluído
1324,233,Divisória Drywall,,Execução de divisória drywall em galpão industrial.,metro quadrado,5.41,130.0,703.3,2024-04-06,CONCLUÍDO
1325,322,Gesso 3D,,Execução de gesso 3d em quarto principal.,metro quadrado,18.31,180.0,3295.8,2025-08-01,concluído
1326,29,Divisória Drywall,,"Divisória Drywall - sala de estar, conforme orçamento aprovado.",metro quadrado,25.42,130.0,3304.6,2024-05-10,concluído
1327,66,Divisória Drywall,,"Divisória Drywall - fachada comercial, conforme orçamento aprovado.",metro quadrado,49.99,130.0,6498.7,2024-03-11,concluído
1328,220,Gesso Liso,Parede Rebocada,Execução de gesso liso em fachada comercial.,metro quadrado,39.25,,,2026-03-01,Concluido
1329,91,Forro Drywall,,Execução de forro drywall em sala de estar.,metro quadrado,76.4,95.0,7258.0,2024-08-12,Concluido
1330,256,Sanca,,"Sanca - fachada comercial, conforme orçamento aprovado.",metro linear,29.61,,,2026-09-14,concluído
1331,210,Sanca,,Execução de sanca em cozinha.,metro linear,22.79,95.0,2165.05,2024-04-13,concluído
1332,199,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para área externa, imóvel industrial.",metro linear,37.59,18.5,695.42,2026-05-26,concluído
1333,139,Forro Drywall,,"Serviço de forro drywall solicitado para galpão industrial, imóvel residencial.",metro quadrado,68.0,95.0,6460.0,2024-03-23,concluído
1334,262,Sanca,,"Serviço de sanca solicitado para escritório, imóvel residencial.",metro linear,14.22,,,2024-05-29,concluído
1335,194,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para galpão industrial, imóvel residencial.",metro linear,23.26,20.0,465.2,2024-12-10,concluído
1336,205,Divisória Drywall,,Execução de divisória drywall em área externa.,metro quadrado,57.45,130.0,7468.5,2026-04-18,concluído
1337,76,Sanca,,"Sanca - fachada comercial, conforme orçamento aprovado.",metro linear,0.0,95.0,,2024-08-27,concluído
1338,271,Moldura de Gesso,7cm,Execução de moldura de gesso em sala de estar.,metro linear,22.12,12.0,265.44,2024-01-24,CONCLUÍDO
1339,94,Boiserie,,Execução de boiserie em cozinha.,metro linear,6.37,150.0,955.5,2024-07-19,concluído
1340,160,Forro Drywall,,Execução de forro drywall em sala comercial.,metro quadrado,53.52,95.0,5084.4,2026-04-23,Concluido
1341,104,Sanca,,Execução de sanca em sala de estar.,metro linear,6.89,95.54,658.27,2026-07-23,CONCLUÍDO
1342,60,Gesso 3D,,"Gesso 3D - recepção da loja, conforme orçamento aprovado.",metro quadrado,23.5,180.0,4230.0,2024-04-11,concluído
1343,199,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para sala de estar, imóvel residencial.",metro quadrado,75.61,,,2024-12-29,concluído
1344,326,Gesso Liso,Parede Pintada,Execução de gesso liso em escritório.,metro quadrado,41.8,23.77,993.59,2025-10-05,concluído
1345,86,Sanca,,"Serviço de sanca solicitado para sala de estar, imóvel residencial.",metro linear,23.65,93.16,2203.23,2024-01-04,concluído
1346,219,Forro Drywall,,"Forro Drywall - escritório, conforme orçamento aprovado.",metro quadrado,6.23,95.0,591.85,2025-09-22,concluído
1347,247,Forro Drywall,,Execução de forro drywall em sala comercial.,m2,43.72,95.0,4153.4,2024-12-12,concluído
1348,8,Divisória Drywall,,"Divisória Drywall - cozinha, conforme orçamento aprovado.",metro quadrado,58.57,130.0,7614.1,2024-12-26,concluído
1349,70,Divisória Drywall,,"Serviço de divisória drywall solicitado para recepção da loja, imóvel residencial.",metro quadrado,21.28,130.0,2766.4,2026-09-20,orçado
1350,133,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para quarto principal, imóvel residencial.",metro linear,17.74,17.0,301.58,2025-03-29,concluído
1351,73,Gesso 3D,,Execução de gesso 3d em sala de estar.,metro quadrado,11.24,180.0,2023.2,2025-02-20,Concluido
1352,333,Forro Drywall,,"Serviço de forro drywall solicitado para escritório, imóvel residencial.",metro quadrado,46.34,87.45,4052.43,2024-08-04,concluído
1353,34,forro drywall,,Execução de forro drywall em escritório.,metro quadrado,21.85,98.29,2147.64,2025-09-07,concluído
1354,244,Sanca,,"Sanca - escritório, conforme orçamento aprovado.",metro linear,29.63,95.0,2814.85,2025-02-01,concluído
1355,282,Divisória Drywall,,Execução de divisória drywall em fachada comercial.,metro quadrado,0.0,130.0,,2024-05-01,Concluido
1356,300,Moldura de Gesso,15cm,Execução de moldura de gesso em quarto principal.,metro linear,32.13,17.0,546.21,2025-04-28,concluído
1357,169,Gesso 3D,,"Gesso 3D - fachada comercial, conforme orçamento aprovado.",metro quadrado,69.38,180.0,12488.4,2026-02-22,concluído
1358,307,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para galpão industrial, imóvel industrial.",metro quadrado,41.41,22.0,911.02,2024-06-06,concluído
1359,19,Forro Drywall,,"Forro Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,33.01,95.0,3135.95,2024-07-27,concluído
1360,118,Boiserie,,"Serviço de boiserie solicitado para cozinha, imóvel industrial.",metro linear,20.8,150.0,3120.0,2025-05-13,concluído
1361,258,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para recepção da loja, imóvel residencial.",metro linear,34.33,17.0,583.61,2025-01-27,concluído
1362,96,moldura de gesso,20cm,Execução de moldura de gesso em recepção da loja.,metro linear,23.54,,,2025-04-04,concluído
1363,106,Sanca,,"Sanca - área externa, conforme orçamento aprovado.",metro linear,37.89,95.0,3599.55,2026-07-31,concluído
1364,244,Gesso Liso,Parede Rebocada,Execução de gesso liso em recepção da loja.,metro quadrado,53.2,20.0,1064.0,2024-01-31,concluído
1365,190,Gesso Liso,Parede Pintada,"Gesso Liso - cozinha, conforme orçamento aprovado.",metro quadrado,66.97,22.0,1473.34,2024-01-27,concluído
1366,168,Sanca,,Execução de sanca em galpão industrial.,metro linear,25.06,,,2026-03-06,concluído
1367,238,Gesso Liso,Parede Rebocada,"Gesso Liso - escritório, conforme orçamento aprovado.",metro quadrado,44.48,20.0,889.6,2025-03-22,Concluido
1368,245,Moldura de Gesso,15cm,Execução de moldura de gesso em cozinha.,metro linear,10.77,16.39,176.52,2024-07-30,concluído
1369,190,Moldura de Gesso,15cm,"Moldura de Gesso - fachada comercial, conforme orçamento aprovado.",metro linear,27.1,17.0,460.7,2026-09-18,em andamento
1370,283,Divisória Drywall,,Execução de divisória drywall em sala de estar.,metro quadrado,36.74,130.0,4776.2,2024-06-28,Concluido
1371,212,Moldura de Gesso,20cm,"Moldura de Gesso - quarto principal, conforme orçamento aprovado.",metro linear,39.81,17.07,679.56,2026-06-30,concluído
1372,238,Sanca,,"Sanca - sala de estar, conforme orçamento aprovado.",metro linear,35.69,,,05/04/2026,CONCLUÍDO
1373,299,Sanca,,"Serviço de sanca solicitado para corredor, imóvel residencial.",metro linear,10.34,85.11,880.04,2026-07-27,concluído
1374,124,Forro Drywall,,"Serviço de forro drywall solicitado para fachada comercial, imóvel residencial.",metro quadrado,0.0,95.0,,2025-07-30,concluído
1375,282,Gesso Liso,Parede de Tijolo,Execução de gesso liso em corredor.,metro quadrado,30.33,30.0,909.9,2025-09-11,concluído
1376,199,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para recepção da loja, imóvel residencial.",metro quadrado,22.0,30.0,660.0,2026-03-01,concluído
1377,88,Forro Drywall,,"Serviço de forro drywall solicitado para área externa, imóvel residencial.",metro quadrado,40.74,95.0,3870.3,2024-12-30,CONCLUÍDO
1378,280,Gesso Liso,Parede Rebocada,"Gesso Liso - sala de estar, conforme orçamento aprovado.",metro quadrado,39.22,20.0,784.4,22/05/2025,CONCLUÍDO
1379,53,Moldura de Gesso,7cm,Execução de moldura de gesso em fachada comercial.,metro linear,23.91,12.0,286.92,2024-02-17,concluído
1380,278,Divisória Drywall,,Execução de divisória drywall em cozinha.,metro quadrado,50.37,130.0,6548.1,2026-07-09,concluído
1381,79,Sanca,,"Sanca - galpão industrial, conforme orçamento aprovado.",metro linear,32.95,88.92,2929.91,2024-03-01,concluído
1382,208,Sanca,,"Serviço de sanca solicitado para escritório, imóvel industrial.",metro linear,24.49,87.51,2143.12,2026-03-13,concluído
1383,84,Forro Drywall,,"Serviço de forro drywall solicitado para quarto principal, imóvel residencial.",metro quadrado,51.96,81.38,4228.5,2025-07-31,concluído
1384,297,Sanca,,Execução de sanca em sala de estar.,metro linear,5.13,90.08,462.11,2026-07-18,Concluido
1385,39,Forro Drywall,,"Forro Drywall - fachada comercial, conforme orçamento aprovado.",m2,42.97,95.0,4082.15,2024-06-12,concluído
1386,319,Forro Drywall,,"Serviço de forro drywall solicitado para galpão industrial, imóvel residencial.",metro quadrado,83.86,95.0,7966.7,2025-02-09,concluído
1387,141,Forro Drywall,,"Serviço de forro drywall solicitado para sala de estar, imóvel industrial.",metro quadrado,42.35,95.7,4052.9,2025-02-12,concluído
1388,118,Moldura de Gesso,15cm,Execução de moldura de gesso em cozinha.,metro linear,3.98,17.0,67.66,2026-01-29,Concluido
1389,182,Sanca,,Execução de sanca em quarto principal.,metro linear,28.57,95.0,2714.15,2024-11-21,concluído
1390,26,Gesso Liso,Parede Pintada,Execução de gesso liso em fachada comercial.,metro quadrado,45.91,21.24,975.13,2024-05-23,concluído
1391,121,Gesso Liso,Parede Rebocada,"Gesso Liso - sala de estar, conforme orçamento aprovado.",metro quadrado,61.36,18.61,1141.91,2026-08-12,concluído
1392,253,Sanca,,Execução de sanca em sala comercial.,metro linear,26.46,95.0,2513.7,2024-08-01,Concluido
1393,30,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para galpão industrial, imóvel residencial.",metro quadrado,17.44,30.0,523.2,2024-10-23,CONCLUÍDO
1394,278,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para sala de estar, imóvel residencial.",metro quadrado,17.92,20.0,358.4,2025-12-28,concluído
1395,300,Sanca,,"Serviço de sanca solicitado para quarto principal, imóvel industrial.",metro linear,31.82,,,2026-06-01,concluído
1396,94,Divisória Drywall,,"Serviço de divisória drywall solicitado para recepção da loja, imóvel residencial.",metro quadrado,0.0,130.0,,2024-07-06,concluído
1397,97,Gesso Liso,Parede Rebocada,Execução de gesso liso em escritório.,metro quadrado,51.71,20.0,1034.2,2024-01-14,concluído
1398,305,Gesso Liso,Parede de Tijolo,Execução de gesso liso em cozinha.,metro quadrado,4.93,30.0,147.9,2025-03-03,concluído
1399,176,Moldura de Gesso,15cm,Execução de moldura de gesso em sala de estar.,metro linear,33.64,17.0,571.88,2025-03-16,concluído
1400,44,Sanca,,Execução de sanca em quarto principal.,metro linear,24.27,93.55,2270.46,2024-06-30,concluído
1401,24,Sanca,,"Sanca - recepção da loja, conforme orçamento aprovado.",m linear,18.54,95.0,1761.3,2025-04-17,concluído
1402,29,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para sala de estar, imóvel residencial.",metro linear,20.54,17.0,349.18,2024-10-15,concluído
1403,139,Divisória Drywall,,Execução de divisória drywall em escritório.,metro quadrado,38.32,130.0,4981.6,30/05/2024,Concluido
1404,317,Gesso 3D,,"Serviço de gesso 3d solicitado para galpão industrial, imóvel residencial.",metro quadrado,24.98,,,2024-11-02,concluído
1405,236,Moldura de Gesso,7cm,Execução de moldura de gesso em recepção da loja.,metro linear,9.61,11.77,113.11,2025-05-03,CONCLUÍDO
1406,93,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para quarto principal, imóvel residencial.",metro quadrado,54.52,30.0,1635.6,14/03/2025,concluído
1407,254,Sanca,,"Serviço de sanca solicitado para escritório, imóvel residencial.",metro linear,25.93,95.0,2463.35,2025-12-15,concluído
1408,255,Sanca,,Execução de sanca em fachada comercial.,metro linear,9.22,95.0,875.9,2024-12-09,concluído
1409,275,Moldura de Gesso,20cm,"Moldura de Gesso - escritório, conforme orçamento aprovado.",metro linear,16.68,17.68,294.9,2025-07-26,concluído
1410,7,Sanca,,"Serviço de sanca solicitado para fachada comercial, imóvel residencial.",metro linear,0.0,95.0,,2025-05-27,Concluido
1411,303,Divisória Drywall,,"Serviço de divisória drywall solicitado para recepção da loja, imóvel residencial.",metro quadrado,52.88,130.0,6874.4,2026-03-10,concluído
1412,49,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para recepção da loja, imóvel residencial.",metro quadrado,27.78,,,2025-06-19,concluído
1413,180,Boiserie,,Execução de boiserie em recepção da loja.,metro linear,35.5,150.0,5325.0,2025-04-23,concluído
1414,45,Forro Drywall,,Execução de forro drywall em cozinha.,metro quadrado,46.08,94.32,4346.27,18/08/2026,concluído
1415,172,Gesso Liso,Parede Rebocada,Execução de gesso liso em recepção da loja.,metro quadrado,7.32,19.81,145.01,2024-01-21,concluído
1416,137,Divisória Drywall,,"Serviço de divisória drywall solicitado para sala de estar, imóvel industrial.",metro quadrado,78.1,130.0,10153.0,2024-01-28,concluído
1417,62,Moldura de Gesso,20cm,"Moldura de Gesso - quarto principal, conforme orçamento aprovado.",metro linear,23.28,19.1,444.65,2026-06-28,Concluido
1418,221,Gesso Liso,Parede Pintada,Execução de gesso liso em escritório.,m2,30.66,22.0,674.52,2025-09-04,concluído
1419,264,Moldura de Gesso,15cm,"Moldura de Gesso - galpão industrial, conforme orçamento aprovado.",m linear,28.66,17.0,487.22,2025-05-08,CONCLUÍDO
1420,72,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para quarto principal, imóvel residencial.",metro quadrado,71.1,30.0,2133.0,2025-10-25,Concluido
1421,209,Forro Drywall,,"Forro Drywall - sala de estar, conforme orçamento aprovado.",metro quadrado,35.65,95.0,3386.75,2024-03-12,concluído
1422,261,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para cozinha, imóvel residencial.",metro linear,34.05,,,2026-04-15,concluído
1423,120,Moldura de Gesso,10cm,Execução de moldura de gesso em recepção da loja.,metro linear,20.16,12.77,257.44,2025-03-09,concluído
1424,303,Moldura de Gesso,7cm,"Moldura de Gesso - fachada comercial, conforme orçamento aprovado.",metro linear,22.82,12.0,273.84,2026-06-24,concluído
1425,145,Sanca,,"Sanca - área externa, conforme orçamento aprovado.",metro linear,16.28,,,2025-04-05,concluído
1426,133,Sanca,,Execução de sanca em fachada comercial.,metro linear,39.86,,,2024-10-05,concluído
1427,39,Gesso Liso,Parede Pintada,"Gesso Liso - fachada comercial, conforme orçamento aprovado.",m2,41.74,22.0,918.28,2025-05-29,Concluido
1428,271,Moldura de Gesso,20cm,"Moldura de Gesso - cozinha, conforme orçamento aprovado.",metro linear,24.46,17.26,422.18,2025-01-23,concluído
1429,103,Forro Drywall,,Execução de forro drywall em fachada comercial.,metro quadrado,80.1,95.0,7609.5,2024-02-25,Concluido
1430,277,Gesso Liso,Parede Rebocada,"Gesso Liso - recepção da loja, conforme orçamento aprovado.",metro quadrado,6.55,21.3,139.52,2025-04-10,concluído
1431,154,Forro Drywall,,"Forro Drywall - área externa, conforme orçamento aprovado.",metro quadrado,72.24,,,2025-11-07,Concluido
1432,324,Gesso Liso,Parede Pintada,Execução de gesso liso em recepção da loja.,metro quadrado,26.32,22.0,579.04,2025-03-09,Concluido
1433,68,Forro Drywall,,"Serviço de forro drywall solicitado para cozinha, imóvel industrial.",metro quadrado,5.26,95.0,499.7,2024-01-18,concluído
1434,136,Moldura de Gesso,20cm,Execução de moldura de gesso em corredor.,metro linear,13.38,18.91,253.02,2025-10-28,concluído
1435,152,Moldura de Gesso,7cm,Execução de moldura de gesso em sala de estar.,metro linear,32.99,12.0,395.88,2024-06-15,concluído
1436,128,Forro Drywall,,"Forro Drywall - escritório, conforme orçamento aprovado.",metro quadrado,4.73,95.0,449.35,2025-04-07,concluído
1437,151,Sanca,,Execução de sanca em recepção da loja.,metro linear,11.96,101.92,1218.96,2024-11-11,concluído
1438,189,Moldura de Gesso,15cm,Execução de moldura de gesso em sala comercial.,metro linear,31.82,17.0,540.94,2024-09-05,Concluido
1439,232,Moldura de Gesso,7cm,Execução de moldura de gesso em cozinha.,metro linear,39.93,12.0,479.16,2026-08-19,concluído
1440,310,Moldura de Gesso,15cm,"Moldura de Gesso - corredor, conforme orçamento aprovado.",metro linear,31.69,17.0,538.73,2025-08-22,concluído
1441,26,Sanca,,"Serviço de sanca solicitado para sala de estar, imóvel residencial.",metro linear,38.2,95.0,3629.0,2024-07-07,concluído
1442,292,Forro Drywall,,"Forro Drywall - cozinha, conforme orçamento aprovado.",metro quadrado,51.26,89.7,4598.02,2025-08-27,Concluido
1443,281,Boiserie,,Execução de boiserie em corredor.,metro linear,12.17,150.0,1825.5,2025-05-03,Concluido
1444,7,Moldura de Gesso,10cm,Execução de moldura de gesso em área externa.,metro linear,14.14,15.0,212.1,2024-02-20,concluído
1445,98,Gesso Liso,Parede de Tijolo,"Gesso Liso - fachada comercial, conforme orçamento aprovado.",m2,83.06,30.0,2491.8,2024-05-09,concluído
1446,205,Gesso Liso,Parede Pintada,"Gesso Liso - sala de estar, conforme orçamento aprovado.",metro quadrado,15.89,19.07,303.02,2026-03-22,concluído
1447,154,Sanca,,"Sanca - sala de estar, conforme orçamento aprovado.",metro linear,7.37,92.52,681.87,2024-06-04,Concluido
1448,197,Forro Drywall,,Execução de forro drywall em cozinha.,metro quadrado,28.07,95.0,2666.65,2025-12-15,concluído
1449,16,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para sala comercial, imóvel industrial.",metro linear,24.1,17.0,409.7,2025-09-15,Concluido
1450,280,Gesso 3D,,"Serviço de gesso 3d solicitado para quarto principal, imóvel residencial.",metro quadrado,78.62,180.0,14151.6,2026-05-27,concluído
1451,230,Gesso 3D,,Execução de gesso 3d em fachada comercial.,metro quadrado,53.87,,,2025-03-16,concluído
1452,158,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para área externa, imóvel residencial.",metro linear,21.16,15.0,317.4,2024-08-18,CONCLUÍDO
1453,251,Sanca,,Execução de sanca em área externa.,metro linear,21.35,95.0,2028.25,2026-09-20,em andamento
1454,171,Divisória Drywall,,Execução de divisória drywall em escritório.,metro quadrado,71.5,130.0,9295.0,2026-01-09,concluído
